RECID|RAKNONRAK|KodeToko|TIPERAK|NORAK|KET_RAK|NAMA_RAK|NOSHELF|KET_SHELF|KIRIKANAN|DEPANBLK|ATASBAWAH|DIVISI|PRDCD|PLUMD|KODESHELF|TKIRIKANAN|TATASBAWAH|TDEPANBLK|QTY|QTY_LENGTH|PKM|MINDISP|NPLUS|TGL_MULAI|TGL_AKHIR|KET|ADDID|ADDTIME|UPDID|UPDTIME|TGL_NP1|TGL_NP2
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||142|1|1||20128307|20128307||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||143|1|1||20128308|20128308||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||144|1|1||20128309|20128309||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||145|1|1||20128310|20128310||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||146|1|1||20128311|20128311||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||147|1|1||20128312|20128312||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||148|1|1||20128313|20128313||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||149|1|1||20128314|20128314||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||150|1|1||20128315|20128315||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||151|1|1||20128316|20128316||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||152|1|1||20128317|20128317||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||153|1|1||20128318|20128318||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||154|1|1||20128319|20128319||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||155|1|1||20128320|20128320||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||156|1|1||20128321|20128321||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||157|1|1||20128322|20128322||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||158|1|1||20128323|20128323||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||159|1|1||20128324|20128324||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||160|1|1||20128325|20128325||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||161|1|1||20128326|20128326||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||162|1|1||20128327|20128327||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||163|1|1||20128328|20128328||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||164|1|1||20128329|20128329||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||165|1|1||20128330|20128330||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||166|1|1||20128331|20128331||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||167|1|1||20128332|20128332||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||168|1|1||20128333|20128333||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||169|1|1||20128334|20128334||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||170|1|1||20128335|20128335||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||171|1|1||20128336|20128336||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||172|1|1||20128337|20128337||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||173|1|1||20128338|20128338||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||174|1|1||20128339|20128339||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||175|1|1||20128340|20128340||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||176|1|1||20128341|20128341||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||177|1|1||20128342|20128342||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||178|1|1||20128343|20128343||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||179|1|1||20128344|20128344||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||180|1|1||20128345|20128345||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||181|1|1||20128346|20128346||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||182|1|1||20128347|20128347||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||183|1|1||20128349|20128349||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||184|1|1||20128350|20128350||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||185|1|1||20128352|20128352||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||186|1|1||20128353|20128353||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||187|1|1||20128354|20128354||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||188|1|1||20128355|20128355||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||189|1|1||20128356|20128356||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||190|1|1||20128357|20128357||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||191|1|1||20128358|20128358||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||192|1|1||20128359|20128359||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||193|1|1||20128360|20128360||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||194|1|1||20128361|20128361||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||195|1|1||20128363|20128363||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||196|1|1||20128364|20128364||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||197|1|1||20128367|20128367||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||198|1|1||20128368|20128368||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||199|1|1||20128370|20128370||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||200|1|1||20128371|20128371||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||201|1|1||20128372|20128372||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|27||5|1|1||20128374|20128374||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|2||7|1|1||20128378|20128378||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|5||6|1|1||20128379|20128379||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|8|ACRAJN|4|1|1||20128380|20128380||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|13||4|1|1||20128381|20128381||1|1|5|0|0.00|0|5|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGLE|MBF06U02337|8||2|1|1||20128384|20128384||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|61207|MODUL BERAS & GULA 1 RAK DOUBLE  JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1MBG01D0_SD1_AL_JKT61207|2||1|1|1||20128415|20128415||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2251|TOYS 1 RAK DOUBLE 150 CM|TOY01DX02251|1|ITEM KERANJANG|12|1|1||20128423|20128423||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2251|TOYS 1 RAK DOUBLE 150 CM|TOY01DX02251|1|ITEM KERANJANG|13|1|1||20128424|20128424||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2251|TOYS 1 RAK DOUBLE 150 CM|TOY01DX02251|1|ITEM KERANJANG|14|1|1||20128425|20128425||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|11||2|1|1||20128427|20128427||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|G|38145|END GONDOLA PROMO 1A|EG1A38145|3||2|1|1||20128427|20128427||1|1|3|0|0.00|0|0|0||||||31/10/2025 06:47:10||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|20|AKRILIC HAR VIT|10|1|1||20128430|20128430||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|3|1|3||20128440|20128440||1|1|3|0|0.00|0|3|0||||||31/10/2025 06:47:11||||
|R|XXX|A|90613|BACKWALL ROKOK DJARUM JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1DJM01N0_SD1_AL_JK190613|11||8|1|1||20128470|20128470||1|1|5|0|0.00|0|5|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||797|1|1||20128489|20128489||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||798|1|1||20128490|20128490||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||799|1|1||20128491|20128491||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||800|1|1||20128492|20128492||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||801|1|1||20128493|20128493||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||802|1|1||20128494|20128494||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||803|1|1||20128495|20128495||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||804|1|1||20128496|20128496||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||805|1|1||20128498|20128498||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||806|1|1||20128502|20128502||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||807|1|1||20128503|20128503||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||808|1|1||20128504|20128504||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||809|1|1||20128505|20128505||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||810|1|1||20128506|20128506||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||811|1|1||20128507|20128507||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||812|1|1||20128508|20128508||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||813|1|1||20128509|20128509||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||814|1|1||20128510|20128510||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|16||6|1|1||20128517|20128517||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|2|HANGER 15 CM|4|1|1||20128556|20128556||1|1|3|0|0.00|0|3|0||||||31/10/2025 06:47:10||||
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|2|HANGER 15 CM|5|1|1||20128557|20128557||1|2|3|0|0.00|0|3|0||||||31/10/2025 06:47:10||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|31||7|1|1||20128561|20128561||1|1|8|0|0.00|0|8|0||||||31/10/2025 06:47:10||||
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|13||9|1|1||20128561|20128561||1|1|5|0|0.00|0|5|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||202|1|1||20128572|20128572||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||203|1|1||20128574|20128574||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||204|1|1||20128575|20128575||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||205|1|1||20128576|20128576||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||206|1|1||20128577|20128577||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||207|1|1||20128578|20128578||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||208|1|1||20128579|20128579||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||209|1|1||20128581|20128581||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||210|1|1||20128582|20128582||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||211|1|1||20128583|20128583||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||212|1|1||20128584|20128584||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||213|1|1||20128585|20128585||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||214|1|1||20128586|20128586||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||215|1|1||20128588|20128588||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||216|1|1||20128589|20128589||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||217|1|1||20128590|20128590||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||218|1|1||20128591|20128591||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||219|1|1||20128592|20128592||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||220|1|1||20128593|20128593||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||221|1|1||20128594|20128594||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||222|1|1||20128595|20128595||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||223|1|1||20128597|20128597||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||224|1|1||20128598|20128598||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||225|1|1||20128599|20128599||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||226|1|1||20128600|20128600||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||227|1|1||20128601|20128601||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||228|1|1||20128602|20128602||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||229|1|1||20128603|20128603||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||230|1|1||20128604|20128604||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||231|1|1||20128605|20128605||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||232|1|1||20128606|20128606||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||233|1|1||20128607|20128607||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||234|1|1||20128608|20128608||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||235|1|1||20128609|20128609||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||236|1|1||20128610|20128610||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||237|1|1||20128612|20128612||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||238|1|1||20128613|20128613||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||239|1|1||20128614|20128614||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||240|1|1||20128615|20128615||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||241|1|1||20128616|20128616||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||242|1|1||20128625|20128625||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||243|1|1||20128626|20128626||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||244|1|1||20128627|20128627||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||245|1|1||20128628|20128628||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||246|1|1||20128629|20128629||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||247|1|1||20128630|20128630||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||248|1|1||20128631|20128631||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||249|1|1||20128632|20128632||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||250|1|1||20128633|20128633||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||251|1|1||20128634|20128634||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||252|1|1||20128635|20128635||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||253|1|1||20128636|20128636||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||254|1|1||20128637|20128637||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||255|1|1||20128638|20128638||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||256|1|1||20128639|20128639||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
